DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
2019-01-20,10,10200,10225,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-04-13,10,10200,10226,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-06-21,10,10200,10227,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-10-18,12,12301,10982,50,Tostitos Lightly    Salted 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2018-10-18,12,12301,10982,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-11-03,12,12305,10983,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-08-07,13,13010,11152,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-06,13,13010,11153,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-07,13,13010,11154,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-10-09,13,13010,11155,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-12-11,13,13010,11156,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-04-27,13,13010,11157,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-06-08,13,13010,11158,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-25,13,13010,11159,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-17,13,13047,11388,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-07-20,13,13047,11389,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-09-08,13,13047,11390,56,Cheezels Cheese Box 125g,2,4.2,125,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2018-12-23,13,13047,11391,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-03-08,13,13047,11392,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-03-27,13,13047,11393,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-07-02,13,13176,12209,91,CCs Tasty Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-07-28,13,13176,12210,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-28,13,13176,12211,98,NCC Sour Cream &    Garden Chives 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-12-21,13,13176,12212,66,CCs Nacho Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2019-02-19,13,13176,12213,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-28,13,13176,12214,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-12-18,13,13213,12448,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-02-01,13,13213,12449,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-03-16,13,13213,12450,97,RRD Salt & Vinegar  165g,2,6.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-06-15,13,13213,12451,47,Doritos Corn Chips  Original 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-09-09,13,13229,12550,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-12-03,13,13229,12551,62,Pringles Mystery    Flavour 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-12-17,13,13229,12553,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-07-22,15,15091,13315,25,Pringles SourCream  Onion 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-10-01,15,15091,13316,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-01-16,15,15091,13317,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-01-29,15,15091,13318,86,Cheetos Puffs 165g,2,5.6,165,Cheetos,MIDAGE SINGLES/COUPLES,Budget
2019-05-04,15,15091,13319,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-05-06,15,15091,13320,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-22,15,15108,13407,81,Pringles Original   Crisps 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-14,15,15108,13408,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-04-23,15,15108,13409,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-04,15,15145,13632,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-11-01,15,15145,13633,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-12-01,15,15145,13634,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-01-12,15,15145,13635,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-03-12,15,15145,13636,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2019-06-03,15,15145,13637,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-26,15,15212,13993,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-01-20,15,15212,13994,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-12-05,16,16131,14279,78,Thins Chips Salt &  Vinegar 175g,1,3.3,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-02-07,16,16131,14280,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,1,5.9,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-10,16,16313,14440,6,RRD Lime & Pepper   165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-10-02,16,16313,14441,82,Smith Crinkle Cut   Mac N Cheese 150g,1,2.6,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-10-03,16,16313,14442,111,Smiths Chip Thinly  Cut Original 175g,1,3.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-10-16,16,16321,14450,18,Cheetos Chs & Bacon Balls 190g,1,3.3,190,Cheetos,MIDAGE SINGLES/COUPLES,Budget
2018-08-04,16,16364,14497,5,Natural Chip        Compny SeaSalt175g,1,3.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-09-15,16,16404,14525,45,Smiths Thinly Cut   Roast Chicken 175g,1,3.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-08,16,16427,14546,99,Pringles Sthrn FriedChicken 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-09-08,16,16427,14546,81,Pringles Original   Crisps 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-12-30,17,17008,14621,50,Tostitos Lightly    Salted 175g,1,4.4,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2018-09-06,17,17023,14644,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-14,17,17023,14645,23,Cheezels Cheese 330g,2,11.4,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2019-01-19,17,17023,14646,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-11-01,17,17096,14769,62,Pringles Mystery    Flavour 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-29,17,17294,15054,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-04-13,17,17294,15055,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-04-14,17,17294,15056,32,Kettle Sea Salt     And Vinegar 175g,1,5.4,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-08-04,18,18020,15206,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-12-04,18,18020,15207,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-03-15,18,18080,15277,100,Smiths Crinkle Cut  Chips Chs&Onion170g,1,2.9,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-10-18,18,18170,15394,112,Tyrrells Crisps     Ched & Chives 165g,1,4.2,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2019-04-07,18,18170,15396,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-10-13,18,18192,15424,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,90,Sunbites,MIDAGE SINGLES/COUPLES,Budget
2018-10-21,18,18234,15473,111,Smiths Chip Thinly  Cut Original 175g,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-11-03,18,18439,15720,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-09-05,19,19024,15864,44,Thins Chips Light&  Tangy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-11-16,19,19024,15865,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-06-17,19,19024,15866,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-07-12,19,19058,15988,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-10-11,19,19058,15989,51,Doritos Mexicana    170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-09-14,19,19065,16011,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-11-24,19,19065,16012,71,Twisties Cheese     Burger 250g,2,8.6,250,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-02-10,19,19065,16013,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-28,19,19065,16014,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-07-09,19,19149,16298,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-01-10,19,19149,16299,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2019-01-16,19,19149,16300,7,Smiths Crinkle      Original 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-06-28,19,19234,16559,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-08-03,19,19272,16683,7,Smiths Crinkle      Original 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-03,19,19272,16683,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-04-10,19,19272,16685,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-29,19,19272,16687,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-01-18,20,20056,17006,97,RRD Salt & Vinegar  165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-05-24,20,20056,17007,97,RRD Salt & Vinegar  165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-06-06,20,20056,17008,80,Natural ChipCo Sea  Salt & Vinegr 175g,1,3.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-07-21,20,20120,17084,21,WW Sour Cream &OnionStacked Chips 160g,1,1.9,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-11-10,20,20134,17099,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-09-01,20,20164,17134,58,Red Rock Deli Chikn&Garlic Aioli 150g,1,2.7,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-10-27,20,20164,17135,10,RRD SR Slow Rst     Pork Belly 150g,1,2.7,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-04-12,20,20191,17170,85,RRD Honey Soy       Chicken 165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-03-29,20,20248,17229,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-05-24,20,20248,17230,32,Kettle Sea Salt     And Vinegar 175g,1,5.4,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-18,20,20311,17286,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,1,1.7,90,Sunbites,MIDAGE SINGLES/COUPLES,Budget
2019-01-14,20,20311,17287,88,Kettle Honey Soy    Chicken 175g,1,5.4,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-08-25,20,20329,17313,37,Smiths Thinly       Swt Chli&S/Cream175G,1,3.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-06-25,20,20338,17323,11,RRD Pc Sea Salt     165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-11-18,20,20486,17504,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-06-19,21,21092,17664,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-12-20,21,21144,17748,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-18,21,21144,17749,71,Twisties Cheese     Burger 250g,2,8.6,250,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-05-09,21,21144,17750,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-29,21,21359,18097,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-01-16,22,22131,18288,98,NCC Sour Cream &    Garden Chives 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-11-18,22,22206,18387,91,CCs Tasty Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-11-22,22,22375,18593,94,Burger Rings 220g,2,4.6,220,Burger,MIDAGE SINGLES/COUPLES,Budget
2019-03-01,22,22375,18594,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-04-30,22,22375,18595,105,Woolworths Cheese   Rings 190g,2,3.6,190,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-04-18,22,22389,18619,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-07,22,22456,18695,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-05-12,22,22456,18697,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-07-04,23,23061,19111,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-05,23,23061,19112,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-05-21,23,23061,19116,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-06-29,23,23061,19117,103,RRD Steak &         Chimuchurri 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-09-07,23,23067,19157,91,CCs Tasty Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-10-22,23,23067,19158,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-12-20,23,23067,19159,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-01-02,23,23067,19160,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-04-08,23,23067,19161,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-07-28,23,23107,19383,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-04-13,23,23107,19384,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-09-08,23,23116,19430,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-10-12,23,23116,19431,105,Woolworths Cheese   Rings 190g,2,3.6,190,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-10-13,23,23116,19432,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-11-09,23,23116,19433,91,CCs Tasty Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-12-17,23,23116,19434,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-03-22,23,23116,19436,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-08-09,23,23119,19453,18,Cheetos Chs & Bacon Balls 190g,2,6.6,190,Cheetos,MIDAGE SINGLES/COUPLES,Budget
2018-12-07,23,23119,19454,94,Burger Rings 220g,2,4.6,220,Burger,MIDAGE SINGLES/COUPLES,Budget
2018-12-09,23,23119,19455,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-12-18,23,23119,19456,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-01-13,23,23119,19457,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-05-08,23,23119,19458,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-08-30,24,24032,20452,15,Twisties Cheese     270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2018-09-21,24,24032,20453,36,Kettle Chilli 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-01-07,24,24032,20454,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-04-01,24,24032,20455,96,WW Original Stacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-04-07,24,24032,20456,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-02,24,24032,20457,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-09-30,24,24120,20948,81,Pringles Original   Crisps 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-12-15,24,24120,20949,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-03-13,24,24120,20950,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-11-11,24,24139,21077,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-08-01,24,24227,21597,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-10-23,25,25089,21786,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-05,25,25190,21947,7,Smiths Crinkle      Original 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-08-10,25,25190,21948,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-12,25,25190,21949,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-11-06,25,25200,21967,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-02-02,25,25200,21969,23,Cheezels Cheese 330g,2,11.4,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2018-09-22,25,25262,22064,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-15,25,25262,22065,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-01-07,26,26115,22768,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-24,26,26115,22769,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-10-14,26,26142,22896,25,Pringles SourCream  Onion 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-10-25,26,26142,22897,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-01-15,26,26142,22898,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-08-27,26,26330,23700,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-10-05,26,26330,23701,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-12-30,26,26330,23704,36,Kettle Chilli 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-01-05,26,26330,23705,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-29,26,26330,23706,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-08-27,26,26341,23737,44,Thins Chips Light&  Tangy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-02-04,26,26341,23738,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-28,26,26341,23739,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2019-05-23,26,26341,23740,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-05-25,27,27026,23969,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-18,27,27044,23997,25,Pringles SourCream  Onion 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-11,27,27044,23998,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-12-28,27,27044,23999,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-12-21,27,27116,24108,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-15,27,27116,24109,51,Doritos Mexicana    170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,27,27116,24110,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-03,27,27116,24111,81,Pringles Original   Crisps 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-06-27,27,27116,24112,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-09-24,27,27132,24138,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-01-18,27,27132,24139,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-06,27,27132,24140,23,Cheezels Cheese 330g,2,11.4,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2019-06-05,27,27132,24141,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-01-26,27,27273,24350,7,Smiths Crinkle      Original 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-07,28,28068,24926,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
